code,name,board,schema_profile,field,extraction_type,status,proxy_plausible,strict_label,reason,value_preview,evidence_sentence,page,source_url,subtype_caveat_flag
002142,宁波银行,szse_main,bank,net_interest_income,numeric,found,True,usable,"amount label '利息净收入' value=47,993","利息净收入=47,993","利息净收入 47,993 40,907 7,086 17.32% 利息收入 102,585 90,766 11,819 13.02% 利息支出 (54,592) (49,859) (4,733) 9.49% 非利息收入 18,638 20,678 (2,040) (9.87%) 手续费及佣金净收入 4,655 5,767 (1,112) (19.28%) 其他非利息收益 13,983 14,91…",18,http://static.cninfo.com.cn/finalpage/2025-04-10/1223045151.PDF,False
002142,宁波银行,szse_main,bank,non_interest_income,numeric,found,True,usable,"amount label '非利息收入' value=18,638","非利息收入=18,638; 手续费及佣金净收入=4,655","非利息收入 18,638 20,678 (2,040) (9.87%) 手续费及佣金净收入 4,655 5,767 (1,112) (19.28%) 其他非利息收益 13,983 14,911 (928) (6.22%) 营业支出 (35,083) (33,557) (1,526) 4.55% 税金及附加 (663) (592) (71) 11.99% 业务及管理费用 (23,670) (24,…",18,http://static.cninfo.com.cn/finalpage/2025-04-10/1223045151.PDF,False
002142,宁波银行,szse_main,bank,loan_structure,table,partial,False,partial,status=partial,"{'note': 'anchor located but no parseable table; snippet fallback', 'snippet': '发放贷款及垫款 68,425 59,795 8,630 14.43% 存放同业 420 312 108 34.62% 存放中央银行 1,861 1,749 11...",发放贷款及垫款,19,http://static.cninfo.com.cn/finalpage/2025-04-10/1223045151.PDF,False
002142,宁波银行,szse_main,bank,deposit_structure,table,partial,False,partial,status=partial,"{'note': 'anchor located but no parseable table; snippet fallback', 'snippet': '吸收存款 34,642 30,547 4,095 13.41% 卖出回购金融资产款 1,268 2,015 (747) (37.07%) 发行债券 9,316 ...","吸收存款 34,642 30,547 4,095 13.41% 卖出回购金融资产款 1,268 2,015 (747) (37.07%) 发行债券 9,316 9,474 (158) (1.67%) 租赁负债 92 106 (14) (13.21%) 利息净收入 47,993 40,907 7,086 17.32% 下表列示了生息资产和付息负债的平均余额、利息收入和支出、平均收益率和平均付息率。…",19,http://static.cninfo.com.cn/finalpage/2025-04-10/1223045151.PDF,False
002142,宁波银行,szse_main,bank,npl_ratio,numeric,found,True,wrong,"ratio field with non-ratio value '6,848'","不良贷款率=6,848","不良贷款率 农、林、牧、渔业 6,848 0.46% 1 0.01% 采矿业 1,379 0.09% - - 制造业 175,176 11.87% 545 0.31% 电力、燃气及水的生产和供应业 23,256 1.58% 8 0.03% 建筑业 63,640 4.31% 101 0.16% 交通运输、仓储及邮政业 25,193 1.71% 38 0.15% 信息传输、计算机服务和软件业 11,…",30,http://static.cninfo.com.cn/finalpage/2025-04-10/1223045151.PDF,False
002142,宁波银行,szse_main,bank,capital_adequacy_ratio,numeric,found,True,wrong,ratio field with non-ratio value '2023',资本充足率=2023,资本充足率管理是公司资本管理的核心。,43,http://static.cninfo.com.cn/finalpage/2025-04-10/1223045151.PDF,False
002142,宁波银行,szse_main,bank,provision_coverage_ratio,numeric,partial,False,partial,status=partial,拨备覆盖率=389.35%,拨备覆盖率389.35%。,17,http://static.cninfo.com.cn/finalpage/2025-04-10/1223045151.PDF,False
002142,宁波银行,szse_main,bank,regional_distribution,table,partial,False,partial,status=partial,"{'note': 'anchor located but no parseable table; snippet fallback', 'snippet': '按地区划分占比情况 单位：（人民币）百万元 地区 2024 年12 月31 日 贷款金额 占总额百分比 不良贷款金额 不良贷款率 浙江省 950,064 64....",按地区划分占比情况,30,http://static.cninfo.com.cn/finalpage/2025-04-10/1223045151.PDF,False
002500,山西证券,szse_main,broker,mda,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=317),管理层讨论与分析 一、报告期内公司所处行业的情况 2024 年，党的二十届三中全会擘画全面深化改革的蓝图，确立“防风险、强监管，促发展”资本 市场改革发展主线。新“国九条”及“1+N”政策体系加速落地见效，从融资端、投资端、交易端和制 度端等出台系列重要举措，深化资本市场投融资综合改革，系统性重塑资本市场基础制度和监管...,管理层讨论与分析 一、报告期内公司所处行业的情况 2024 年，党的二十届三中全会擘画全面深化改革的蓝图，确立“防风险、强监管，促发展”资本 市场改革发展主线。新“国九条”及“1+N”政策体系加速落地见效，从融资端、投资端、交易端和制 度端等出台系列重要举措，深化资本市场投融资综合改革，系统性重塑资本市场基础制度和监管底层逻 辑，加快构建与金融强国建设相适应的高质量现代资本市场体系。 报告期内，…,30,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,industry_discussion,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=320),宏观经济政策导向、国民经济发展、国际经济形势、境外金融市场变化，以及投资者行为等多重 复杂内外部环境因素扰动，证券市场的运行具有鲜明的周期性、波动性和不确定性特征。报告期内，受 益于系列超预期政策加持，特别是9 月底一揽子增量政策的推出，证券市场风险偏好明显回升，韧性增 强。上证指数全年上涨12.67%，深证成指上涨9...,宏观经济政策导向、国民经济发展、国际经济形势、境外金融市场变化，以及投资者行为等多重,30,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,risk_factors,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=319),风险管理三大工具的运用，以流程梳理为核心，定期开展操作风险与控制自我评估（RCSA)、关键风险指 标（KRI）的录入及监测、操作风险损失数据收集（LDC）工作，并根据自评估结果和监测情况，优化业 务流程和关键风险指标。公司充分重视新业务、新设部门操作风险的识别与控制，规范业务操作规程， 确保公司总体操作风险可控、可承受...,风险管理三大工具的运用，以流程梳理为核心，定期开展操作风险与控制自我评估（RCSA)、关键风险指,59,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,major_subsidiaries,section_snippet,found,True,partial,substantive but out-of-region (len=297),主要子公司及对公司净利润影响达10%以上的参股公司情况 单位：元 公司名称 公司 类型 主要业务 注册资本 总资产 净资产 营业总收入 营业利润 净利润 中德证券 子公 司 股票（包括人民币普通股、 外资股）和债券（包括政府 债券、公司债券）的承销与 保荐，以及中国证监会批准 的其他业务。 10.00 亿 元人民币 1...,主要子公司及对公司净利润影响达10%以上的参股公司情况,51,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,main_business_segments,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=292),"投资银行业务 290,416,962 351,573,889 -21.06% 15.88% -0.07% 增长19.32 个百分点 期货经纪业务 170,821,257 165,278,344 3.24% -16.12% -3.81% 下降12.38 个百分点 大宗商品交易及 风险管理业务 249,303,329 22...","投资银行业务 290,416,962 351,573,889 -21.06% 15.88% -0.07% 增长19.32 个百分点 期货经纪业务 170,821,257 165,278,344 3.24% -16.12% -3.81% 下降12.38 个百分点 大宗商品交易及 风险管理业务 249,303,329 222,602,499 10.71% -63.93% -65.16% 增长3.17…",39,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,brokerage_income,numeric,found,True,usable,"amount label '经纪业务' value=596,311,817","经纪业务=596,311,817; 经纪业务=89,; 经纪业务=89,559,006; 经纪业务=70,",证券经纪业务手续费净,43,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,investment_banking_income,numeric,found,True,usable,"amount label '投资银行业务' value=290,416,962","投资银行业务=290,416,962","投资银行业务 290,416,962 351,573,889 -21.06% 15.88% -0.07% 增长19.32 个百分点 期货经纪业务 170,821,257 165,278,344 3.24% -16.12% -3.81% 下降12.38 个百分点 大宗商品交易及 风险管理业务 249,303,329 222,602,499 10.71% -63.93% -65.16% 增长3.17…",39,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,asset_management_income,numeric,found,True,usable,"amount label '资产管理业务' value=285,558,699","资产管理业务=285,558,699","资产管理业务 285,558,699 158,075,323 44.64% 5.61% 9.97% 下降2.20 个百分点 投资银行业务 290,416,962 351,573,889 -21.06% 15.88% -0.07% 增长19.32 个百分点 期货经纪业务 170,821,257 165,278,344 3.24% -16.12% -3.81% 下降12.38 个百分点 大宗商品交易…",39,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,proprietary_trading_income,numeric,found,True,usable,"amount label '自营业务' value=1,083,293,142","自营业务=1,083,293,142","自营业务 1,083,293,142 481,428,992 55.56% -15.59% 2.60% 下降7.88 个百分点 资产管理业务 285,558,699 158,075,323 44.64% 5.61% 9.97% 下降2.20 个百分点 投资银行业务 290,416,962 351,573,889 -21.06% 15.88% -0.07% 增长19.32 个百分点 期货经纪业务…",39,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,margin_lending_balance,numeric,found,True,usable,"amount label '融出资金' value=608,089,669","融出资金=608,089,669",融出资金净增加额,44,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,risk_control_indicators,numeric,partial,False,partial,status=partial,净资本=2.31 万; 净资本=37,净资本为2.31 万亿元，分别较上年末增长9.30%、6.10%和5.96%。,31,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002500,山西证券,szse_main,broker,revenue_by_segment,table,found,True,usable,revenue_table_plausible,"[table p.37 hits=1] 手续费及佣金净收入 | | | 1,363,894,744 | | 43.27% / 利息净收入 | | | -55,638,756 | | -1.77%",手续费及佣金净收入,37,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320856.PDF,False
002670,国盛证券,szse_main,broker,mda,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=317),管理层讨论与分析 一、 报告期内公司所处的主要行业情况 我国证券公司的盈利状况与证券市场行情走势相关性较强，证券公司的证券经纪、投资银行、自营投 资和资产管理等主要业务均受市场行情影响。我国证券市场行情又受到国民经济发展状况、宏观经济政策、 行业发展状况以及国际证券市场行情等诸多因素影响，具有典型的波动性、周期性特征。...,管理层讨论与分析 一、 报告期内公司所处的主要行业情况 我国证券公司的盈利状况与证券市场行情走势相关性较强，证券公司的证券经纪、投资银行、自营投 资和资产管理等主要业务均受市场行情影响。我国证券市场行情又受到国民经济发展状况、宏观经济政策、 行业发展状况以及国际证券市场行情等诸多因素影响，具有典型的波动性、周期性特征。 2024 年度，全球地缘冲突加剧，贸易保护主义抬头，国际秩序面临重构压力，多…,14,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,industry_discussion,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=318),行业发展状况以及国际证券市场行情等诸多因素影响，具有典型的波动性、周期性特征。 2024 年度，全球地缘冲突加剧，贸易保护主义抬头，国际秩序面临重构压力，多国货币汇率出现较大 幅度波动。国内经济结构调整持续，房地产市场深度调整拖累内需，但宏观政策效应持续释放，财政政策、 货币政策为经济注入动能，新质生产力加速发展优化经...,行业发展状况以及国际证券市场行情等诸多因素影响，具有典型的波动性、周期性特征。,14,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,risk_factors,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=318),风险管理机制，保障公司合规风险管控能力与业务发展相适应，建立健全全面风险管理体系框架， 支持各项业务稳步发展。公司将进一步健全和完善各项管理制度、优化业务流程、加强各项业务的实时风 险监控工作；重视内部审计、稽核监察，做好事前防范、事后纠偏，同时公司将加强信息技术系统的建设 和管理维护，确保各系统的安全稳定运行得到保障...,风险管理机制，保障公司合规风险管控能力与业务发展相适应，建立健全全面风险管理体系框架，,31,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,major_subsidiaries,section_snippet,found,True,partial,substantive but out-of-region (len=296),"主要子公司及对本公司净利润影响达10%以上的参股公司情况 单位：元 公司名称 公司类型 主要业务 注册资本 总资产 净资产 营业收入 营业利润 净利润 国盛证券有限责任公司 子公司 证券业务 4,695,346,247.95 40,502,578,413.70 9,930,438,896.50 1,907,130,28...",主要子公司及对本公司净利润影响达10%以上的参股公司情况,29,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,main_business_segments,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=269),"投资银行业务 36,346,085.23 2.44 77,307,524.07 5.11 -52.99 资产管理业务 37,982,572.91 2.55 54,749,754.54 3.62 -30.63 其他业务 110,387,977.18 7.40 180,015,755.55 11.91 -38.68 分地区...","投资银行业务 36,346,085.23 2.44 77,307,524.07 5.11 -52.99 资产管理业务 37,982,572.91 2.55 54,749,754.54 3.62 -30.63 其他业务 110,387,977.18 7.40 180,015,755.55 11.91 -38.68 分地区 江西省内 1,136,304,760.25 76.15 1,119,037,…",20,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,brokerage_income,numeric,found,True,usable,"amount label '经纪业务' value=912,864,388.50","经纪业务=912,864,388.50; 证券经纪=912,864,388.50",证券经纪业务,20,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,investment_banking_income,numeric,found,True,usable,"amount label '投资银行业务' value=36,346,085.23","投资银行业务=36,346,085.23","投资银行业务 36,346,085.23 2.44 77,307,524.07 5.11 -52.99 资产管理业务 37,982,572.91 2.55 54,749,754.54 3.62 -30.63 其他业务 110,387,977.18 7.40 180,015,755.55 11.91 -38.68 分地区 江西省内 1,136,304,760.25 76.15 1,119,037,…",20,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,asset_management_income,numeric,found,True,usable,"amount label '资产管理业务' value=37,982,572.91","资产管理业务=37,982,572.91","资产管理业务 37,982,572.91 2.55 54,749,754.54 3.62 -30.63 其他业务 110,387,977.18 7.40 180,015,755.55 11.91 -38.68 分地区 江西省内 1,136,304,760.25 76.15 1,119,037,749.17 74.03 1.54 江西省外 355,856,523.63 23.85 392,637,…",20,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,proprietary_trading_income,numeric,found,True,wrong,amount field with ratio-only value '2',自营业务=2,自营业务规模、客户资金大幅增加所致。,30,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,margin_lending_balance,numeric,found,True,usable,"amount label '融出资金' value=6,980,449,560.68","融出资金=6,980,449,560.68","融出资金 6,980,449,560.68 15.31% 5,279,313,998.69 16.24% -0.93% 主要系本期市场 回暖，客户融资 意愿增强所致。 交易性金融 资产 5,946,369,730.13 13.05% 4,157,124,292.13 12.79% 0.26% 主要系本期公司 债券投资规模增 加所致。 衍生金融资 产 227,840.00 0.00% 52,234…",25,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,risk_control_indicators,numeric,not_found,False,not_found_unverified,status=not_found (unverified by automation),,,,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002670,国盛证券,szse_main,broker,revenue_by_segment,table,found,True,usable,revenue_table_plausible,"[table p.20 hits=2] 证券经纪业务 | 912,864,388.50 | | 61.18 | | 903,885,811.89 / 证券自营业务 | 259,095,474.47 | | 17.36 | | 171,258,705.46","分业务 证券经纪业务 912,864,388.50 61.18 903,885,811.89 59.79 0.99 证券自营业务 259,095,474.47 17.36 171,258,705.46 11.33 51.29 信用交易业务 135,484,785.60 9.08 124,457,506.98 8.23 8.86 投资银行业务 36,346,085.23 2.44 77,307,5…",20,http://static.cninfo.com.cn/finalpage/2025-04-22/1223190472.PDF,False
002673,西部证券,szse_main,broker,mda,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=317),管理层讨论与分析 一、概述 2024 年，受国际政策博弈、地缘政治风险、逆全球化趋势等因素影响，全球供应链产业链格局持续变 革，贸易复苏前景不确定性加大，世界经济增长动能偏弱，地区性、国别分化日趋明显。当前，主要发达 经济体平衡经济增长和抑制通胀的两难处境加大了货币政策预期的摇摆性，国际金融市场在前期高位上行 后的潜在...,管理层讨论与分析 一、概述 2024 年，受国际政策博弈、地缘政治风险、逆全球化趋势等因素影响，全球供应链产业链格局持续变 革，贸易复苏前景不确定性加大，世界经济增长动能偏弱，地区性、国别分化日趋明显。当前，主要发达 经济体平衡经济增长和抑制通胀的两难处境加大了货币政策预期的摇摆性，国际金融市场在前期高位上行 后的潜在风险不容忽视。 2024 年，面对外部压力加大、内部困难增多的复杂严峻形势，我…,29,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,industry_discussion,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=318),所处行业情况 近年来，随着中国式现代化建设不断深入，金融领域和资本市场在全局全域范围内的重要性更显突出， 资本市场在培育新质生产力、发挥要素保障功能、推动实体经济高质量发展以及促进高水平双向开放等方 面具有不可替代的作用。 党的二十大明确指出要“健全资本市场功能，提高直接融资比重”，这是扎实推进中国式现代化、实 现资本...,所处行业情况 近年来，随着中国式现代化建设不断深入，金融领域和资本市场在全局全域范围内的重要性更显突出， 资本市场在培育新质生产力、发挥要素保障功能、推动实体经济高质量发展以及促进高水平双向开放等方 面具有不可替代的作用。 党的二十大明确指出要“健全资本市场功能，提高直接融资比重”，这是扎实推进中国式现代化、实 现资本市场及证券行业高质量发展的根本要求，是金融服务实体经济这一根本宗旨的重要表征。…,30,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,risk_factors,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=318),风险管理覆盖各部门、分支机构及子公司的各岗位，嵌入到业务流程和操作环节，并贯穿决策、 执行、监督全过程，在组织架构、岗位设置、权责分配、业务流程等方面，通过适当的职责分工、授权和 分级审批等机制，形成合理制约和有效监督。公司针对主要业务、信息系统、财务、清算等方面制定切实 有效的应急预案，强化应急处置能力建设。报告期内...,风险管理覆盖各部门、分支机构及子公司的各岗位，嵌入到业务流程和操作环节，并贯穿决策、,55,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,major_subsidiaries,section_snippet,found,True,partial,substantive but out-of-region (len=316),主要控股参股公司情况说明 ━━━西部期货有限公司 报告期内，西部期货实现营业收入26.25 亿元（其中西部永唐实现营业收入24.90 亿元）。2024 年， 西部期货坚持以“业务为导向”的经营策略，扎实服务实体经济企业，加强拓客引流、夯实业务基础，在 产业客户、金融机构、网金零售领域共同发力，开户数同比增长17.29%...,主要控股参股公司情况说明,49,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,main_business_segments,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=288),"经纪业务客户交易结算资金增加 应付职工薪酬 2,020,638,020.55 2.11% 1,942,668,415.37 2.02% 0.09% 职工薪酬费用增加 应交税费 74,845,437.87 0.08% 47,023,282.25 0.05% 0.03% 主要系应交增值税增加 应付款项 1,188,587,...",经纪业务客户交易结算资金增加,40,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,brokerage_income,numeric,found,True,wrong,"amount field with ratio-only value '2,0'","经纪业务=2,0",经纪业务客户交易结算资金增加,40,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,investment_banking_income,numeric,found,True,usable,amount label '投资银行业务' value=2.74 亿元,投资银行业务=2.74 亿元,投资银行业务板块实现营业收入2.74 亿元。,35,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,asset_management_income,numeric,found,True,usable,"amount label '资产管理业务' value=167,511,567.80","资产管理业务=167,511,567.80; 资产管理业务=-113,90",资产管理业务手续费净收入,42,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,proprietary_trading_income,numeric,found,True,usable,"amount label '投资收益' value=2,201,608,029.20","投资收益=2,201,608,029.20; 投资收益=22.02 亿元; 占营业收入=26.69%; 占营业收入=32.80%","投资收益 2,201,608,029.20 32.80% 2,024,450,666.97 29.36% 8.75% 其他收益 23,474,144.75 0.35% 32,692,507.59 0.47% -28.20% 公允价值变动收益 292,326,796.69 4.36% 271,587,146.81 3.94% 7.64% 汇兑收益 254,945.87 - 599,305.44 0…",32,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,margin_lending_balance,numeric,found,True,usable,"amount label '融出资金' value=9,975,940,602.88","融出资金=9,975,940,602.88","融出资金 9,975,940,602.88 10.40% 8,296,042,596.10 8.62% 1.78% 融资业务规模增加 衍生金融资产 10,858,382.27 0.01% 143,261,654.26 0.15% -0.14% 主要系股票期权、收益互换业务规模 及公允价值变动 买入返售金融资产 3,038,340,175.96 3.17% 4,572,156,826.82 4.7…",39,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,risk_control_indicators,numeric,not_found,False,not_found_missed,PDF anchor+digit found but extractor not_found,净资本、流动性等核心风控指标、各风险类型实行重点 管理，逐步建立与公司经营水平和业务规模相适应的风险管理支持体系。目前，公司风险管理已覆盖至各 风险类型、各业务条线、各部门及各子公司，风险识别与分析、评估与计量、监控与报告、应对与处置等 相关机制及流程有效运行。 （2）对各类风险的具体管理 ①政策性风险管理 公司密切关...,净资本、流动性等核心风控指标、各风险类型实行重点,54,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002673,西部证券,szse_main,broker,revenue_by_segment,table,found,True,usable,revenue_table_plausible,"[table p.34 hits=1] 自营投资板块 | | | 2,065,111,024.80 | | / 投资银行板块 | | | 274,442,575.66 | |",分业务情况,34,http://static.cninfo.com.cn/finalpage/2025-04-24/1223244113.PDF,False
002736,国信证券,szse_main,broker,mda,section_snippet,found,True,partial,substantive in-region but weak anchor match (len=314),管 理 层 讨 论 与 分 析 公 司 治 理 环 境 和 社 会 责 任 重 要 事 项 股 份 变 动 及 股 东 情 况 优 先 股 相 关 情 况 债 券 相 关 情 况 财 务 报 告 证 券 公 司 信 息 披 露 公 司 简 介 和 主 要 财 务 指 标 G U O S E N S E C U R I ...,管 理 层 讨 论 与 分 析 公 司 治 理 环 境 和 社 会 责 任 重 要 事 项 股 份 变 动 及 股 东 情 况 优 先 股 相 关 情 况 债 券 相 关 情 况 财 务 报 告 证 券 公 司 信 息 披 露 公 司 简 介 和 主 要 财 务 指 标 G U O S E N S E C U R I T I E S A N N U A L R E P O R T ｜ 承诺事由…,115,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,industry_discussion,section_snippet,partial,False,partial,status=partial with some content,经营环境存在不利变化但未必一定降低借款人履行 其合同现金流量义务的能力，该金融工具被视为具有较低的信用风险。 国信证券股份有限公司 财务报表附注 20 ③信用风险显著增加 本公司通过比较金融工具在资产负债表日所确定的预计存续期内的违约概率与在 初始确认时所确定的预计存续期内的违约概率，以确定金融工具预计存续期内发生违约...,经营环境存在不利变化但未必一定降低借款人履行,191,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,risk_factors,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=318),风险管理贯穿经营管理活动的全过程。公司首席风险官按照公司相关风险管理制度负责 全面风险管理工作，公司下设风险控制委员会负责落实董事会风险管理委员会的战略规 划和决策。 （3）独立的风险管理机构 公司风险管理总部、合规管理总部、监察稽核总部等部门作为独立的风险管理机构， 在事前、事中、事后的环节中，对各业务领域、相关部门...,风险管理贯穿经营管理活动的全过程。,287,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,major_subsidiaries,section_snippet,found,True,partial,substantive but out-of-region (len=320),"主要控股参股公司分析 单位：万元 公司名称 公司 类型 主要业务 注册资本 2024 年末 总资产 2024 年末 净资产 2024 年度 营业总收入 2024 年度 营业利润 2024 年度 净利润 国信期货 子公司 商品期货经纪、 金融期货经纪、 期货投资咨询、 资产管理 200,000.00 2,620,728....",主要控股参股公司分析,55,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,main_business_segments,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=293),"投资银行业务净收入 1,019,574,252.28 1,362,985,508.44 投资银行业务收入 1,057,398,843.58 1,424,981,099.74 其中：证券承销业务 944,981,170.73 1,278,516,009.36 证券保荐业务 18,660,377.36 69,806,655...",投资银行业务净收入,265,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,brokerage_income,numeric,found,True,usable,"amount label '经纪业务' value=1,269,547,374.43","经纪业务=1,269,547,374.43; 证券经纪=1,269,547,374.43",证券经纪业务支出,330,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,investment_banking_income,numeric,found,True,usable,"amount label '投资银行业务' value=1,019,574,252.28","投资银行业务=1,019,574,252.28; 投资银行业务=1,057,398,843.58; 投资银行业务=37,824,591.30",投资银行业务净收入,265,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,asset_management_income,numeric,found,True,usable,"amount label '资产管理业务' value=819,703,161.13","资产管理业务=819,703,161.13; 资产管理业务=821,881,414.33; 资产管理业务=2,178,253.20; 合计=7,657,966,803.98",资产管理业务净收入,265,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,proprietary_trading_income,numeric,found,True,usable,"amount label '投资收益' value=7,885,660,867.","投资收益=7,885,660,867.; 总额=4,075,842,759.32",投资收益（损失）,321,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,margin_lending_balance,numeric,found,True,usable,"amount label '融资融券' value=3,385,938,228.61","融资融券=3,385,938,228.61; 融券=3,385,938,228.61",融资融券利息收入,329,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,risk_control_indicators,numeric,not_found,False,not_found_missed,PDF anchor+digit found but extractor not_found,净资本担保承诺。净资本 担保承诺的有效期自资管子公司成立之日起至其资本状况能够持续满足监管机构要求时止。 公司不存在采用复合方式担保的情况。 （三）委托他人进行现金资产管理情况 1. 委托理财情况 不适用。 2. 委托贷款情况 报告期内，公司不存在委托贷款。,净资本担保承诺。,130,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
002736,国信证券,szse_main,broker,revenue_by_segment,table,partial,False,partial,status=partial,"{'note': 'anchor located but no parseable table; snippet fallback', 'snippet': '手续费及佣金支出合计 2,174,767,549.86 1,683,395,629.65 （2）财务顾问业务净收入 项 目 2024 年度 2023 年度 并购...",手续费及佣金支出合计,265,http://static.cninfo.com.cn/finalpage/2025-04-19/1223150227.PDF,False
